UDI,Product_ID,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Power_kW,Vibration_mms,Machine_failure
2228,L02228,L,294.6,304.6,1196,38.0,191,4.761,31.795,0
2229,L02229,L,300.3,311.8,1374,22.3,103,3.211,16.345,1
2230,L02230,L,297.7,308.7,1444,39.2,77,5.92,27.154,0
2231,M02231,M,300.6,311.6,1330,28.1,160,3.911,21.239,0
2232,L02232,L,297.9,309.7,1550,41.6,202,6.749,26.69,0
2233,H02233,H,298.3,307.9,1882,51.9,245,10.221,27.515,1
2234,M02234,M,299.5,309.0,1804,30.2,37,5.703,16.888,0
2235,M02235,M,297.9,308.2,1549,42.4,219,6.874,27.281,0
2236,L02236,L,299.0,308.9,1656,50.0,131,8.666,29.892,0
2237,M02237,M,297.6,307.9,1354,42.2,27,5.985,31.081,0
2238,L02238,L,296.3,307.9,1793,34.8,199,6.526,19.432,0
2239,L02239,L,302.0,311.6,1188,40.1,83,4.988,33.762,0
2240,L02240,L,297.4,307.1,1683,49.6,217,8.735,29.334,0
2241,M02241,M,299.6,309.8,1599,42.6,39,7.138,26.584,0
2242,L02242,L,301.5,311.3,1349,40.0,178,5.645,29.497,0
2243,L02243,L,298.8,306.9,1458,51.6,75,7.874,35.237,0
2244,H02244,H,298.3,307.8,1273,45.1,64,6.019,35.375,0
2245,M02245,M,300.5,311.1,1282,28.0,13,3.754,21.834,0
2246,L02246,L,302.2,313.7,1182,46.3,120,5.732,38.951,0
2247,L02247,L,297.7,306.5,1654,49.5,98,8.57,30.07,0
2248,M02248,M,299.7,308.5,1741,27.6,15,5.037,15.857,0
2249,L02249,L,296.5,306.6,1068,17.3,57,1.936,16.105,1
2250,L02250,L,299.2,307.1,1868,29.6,122,5.785,15.741,0
2251,L02251,L,300.1,309.6,1498,39.0,202,6.112,25.962,0
2252,H02252,H,298.3,306.6,1558,50.1,232,8.173,32.156,0
2253,M02253,M,299.1,310.5,1206,31.1,129,3.925,25.805,0
2254,M02254,M,297.2,306.4,1764,45.6,101,8.415,25.801,0
2255,M02255,M,300.2,311.8,1540,11.1,239,1.786,7.117,1
2256,L02256,L,302.1,313.2,1728,41.8,241,7.563,24.194,0
2257,L02257,L,297.8,307.2,1744,35.9,48,6.563,20.394,0
2258,L02258,L,298.8,307.7,1767,61.0,133,11.285,34.393,1
2259,L02259,L,301.0,310.8,1370,21.1,205,3.025,15.315,1
2260,L02260,L,302.4,312.3,1458,39.9,206,6.087,27.194,0
2261,M02261,M,297.0,307.4,1378,21.0,171,3.032,15.234,1
2262,M02262,M,299.7,308.9,1679,34.5,118,6.067,20.416,0
2263,M02263,M,300.6,311.3,1567,23.0,101,3.771,14.846,0
2264,L02264,L,299.8,310.1,1714,63.0,202,11.308,36.619,1
2265,M02265,M,295.0,304.7,1723,36.4,56,6.574,21.308,0
2266,M02266,M,301.0,310.3,1155,37.9,107,4.581,32.617,0
2267,L02267,L,303.0,312.9,1770,39.6,142,7.336,22.556,0
2268,M02268,M,300.2,309.4,1690,28.7,208,5.076,17.025,0
2269,L02269,L,297.9,308.0,1426,50.6,93,7.55,35.526,0
2270,L02270,L,299.0,309.1,1570,46.4,137,7.629,29.42,0
2271,L02271,L,303.5,313.8,1475,49.2,70,7.598,33.304,0
2272,L02272,L,301.8,313.6,1623,27.8,209,4.729,17.113,1
2273,L02273,L,301.3,311.1,1426,51.4,196,7.667,36.009,0
2274,M02274,M,300.7,311.7,1596,50.2,205,8.389,31.584,0
2275,H02275,H,298.7,308.9,1513,37.7,14,5.971,24.963,0
2276,M02276,M,299.6,309.4,1414,49.0,122,7.246,34.612,0
2277,M02277,M,299.8,309.7,1538,42.7,34,6.882,27.88,0
2278,L02278,L,301.1,311.0,2041,24.1,168,5.143,11.905,0
2279,M02279,M,303.0,313.3,1363,38.2,78,5.448,27.951,0
2280,L02280,L,302.2,311.3,1450,35.2,194,5.343,24.206,0
2281,L02281,L,297.2,305.7,1366,40.9,16,5.846,30.116,1
2282,L02282,L,300.4,311.1,1387,50.2,128,7.295,36.168,0
2283,L02283,L,301.5,312.4,1663,23.6,31,4.108,14.118,0
2284,L02284,L,301.2,312.0,1643,35.6,139,6.12,21.628,0
2285,L02285,L,298.7,308.9,1499,31.8,152,4.988,21.312,0
2286,L02286,L,305.8,316.6,1705,32.2,116,5.752,18.961,0
2287,H02287,H,297.4,308.2,1659,31.8,70,5.518,19.14,0
2288,L02288,L,297.8,308.6,1468,40.7,8,6.252,27.782,0
2289,L02289,L,300.5,309.6,1193,45.2,166,5.652,37.932,0
2290,L02290,L,304.2,313.1,1666,43.5,218,7.586,26.087,0
2291,M02291,M,298.3,307.9,1534,41.9,183,6.724,27.257,0
2292,L02292,L,299.5,309.5,1504,46.2,223,7.281,30.735,0
2293,L02293,L,302.2,311.9,1407,63.8,232,9.399,45.312,1
2294,L02294,L,300.0,308.1,1649,41.4,112,7.142,25.089,0
2295,L02295,L,299.3,311.1,1570,50.2,174,8.254,31.983,0
2296,L02296,L,301.1,310.9,1453,49.6,99,7.551,34.029,0
2297,L02297,L,300.5,310.7,1255,57.8,230,7.593,45.989,1
2298,L02298,L,302.1,313.3,1714,45.6,141,8.184,26.588,0
2299,L02299,L,302.6,310.2,1621,31.6,188,5.357,19.654,0
2300,L02300,L,300.6,310.1,1551,43.0,4,6.992,27.738,0
2301,M02301,M,300.6,310.2,1000,42.5,144,4.452,42.539,0
2302,L02302,L,300.4,310.1,1492,48.2,185,7.525,32.479,0
2303,L02303,L,301.0,310.8,1452,31.3,64,4.753,21.379,0
2304,L02304,L,300.1,311.6,1376,52.7,4,7.59,38.111,0
2305,H02305,H,300.0,310.7,1651,40.1,186,6.924,24.184,0
2306,L02306,L,302.4,313.4,1643,48.4,85,8.326,29.422,0
2307,L02307,L,303.0,313.1,1587,43.1,107,7.164,27.127,0
2308,M02308,M,297.0,305.6,1708,41.2,141,7.372,24.092,0
2309,L02309,L,300.0,307.9,1296,42.3,28,5.744,32.557,1
2310,L02310,L,298.6,307.1,1409,46.7,26,6.895,33.249,0
2311,L02311,L,299.4,309.7,1515,59.6,240,9.453,39.287,1
2312,M02312,M,300.8,310.8,1376,19.8,85,2.856,14.531,1
2313,L02313,L,301.3,311.1,1645,45.4,64,7.823,27.49,0
2314,M02314,M,299.8,309.4,1396,40.4,12,5.91,29.173,0
2315,H02315,H,296.2,308.2,1760,38.2,43,7.045,21.558,0
2316,L02316,L,298.1,307.2,1314,16.4,108,2.252,12.457,1
2317,L02317,L,301.8,312.7,1926,45.8,86,9.24,23.676,1
2318,L02318,L,294.5,304.5,1906,38.8,106,7.734,20.336,0
2319,L02319,L,302.4,312.3,1481,31.7,176,4.91,21.276,0
2320,L02320,L,301.0,312.2,1729,40.4,160,7.32,23.163,0
2321,H02321,H,302.6,314.1,1420,37.1,123,5.512,26.031,0
2322,M02322,M,299.6,309.4,1703,22.6,204,4.025,13.419,1
2323,M02323,M,295.9,306.7,1465,40.9,214,6.271,27.809,0
2324,L02324,L,300.9,311.2,1243,45.8,148,5.961,36.9,0
2325,M02325,M,302.5,312.6,1000,34.5,29,3.614,34.508,0
2326,H02326,H,301.8,312.1,1446,42.6,102,6.454,29.422,0
2327,M02327,M,298.7,308.0,1556,41.1,159,6.693,26.609,0
2328,L02328,L,300.2,309.9,1766,50.5,16,9.331,28.538,1
2329,M02329,M,298.9,308.4,1507,39.0,5,6.15,25.866,0
2330,L02330,L,298.4,309.3,1701,48.0,237,8.55,28.241,1
2331,L02331,L,301.9,311.8,1409,36.9,183,5.44,26.319,0
2332,L02332,L,297.6,306.3,1433,59.7,38,8.952,41.506,0
2333,M02333,M,298.2,307.5,1711,35.6,111,6.384,21.052,0
2334,M02334,M,297.8,304.6,1007,33.2,48,3.496,33.069,1
2335,L02335,L,297.0,306.5,1503,39.0,3,6.136,25.992,0
2336,L02336,L,300.3,310.3,1420,32.7,98,4.866,23.104,0
2337,L02337,L,302.3,312.2,1772,27.5,162,5.106,15.503,0
2338,L02338,L,299.6,311.6,1394,47.3,239,6.903,33.92,1
2339,L02339,L,297.0,307.6,1603,9.4,192,1.574,5.888,1
2340,L02340,L,301.7,312.2,1684,32.8,58,5.79,19.398,0
2341,M02341,M,303.4,311.7,1201,26.6,84,3.345,22.277,1
2342,L02342,L,298.7,308.3,1472,41.4,130,6.386,28.16,0
2343,L02343,L,299.0,308.6,1414,18.1,48,2.681,12.824,1
2344,L02344,L,301.0,310.2,1689,45.5,208,8.045,26.836,0
2345,H02345,H,303.2,312.4,1635,46.6,42,7.972,28.594,0
2346,M02346,M,299.0,307.2,1453,23.7,72,3.603,16.284,0
2347,M02347,M,297.3,306.1,1291,41.9,144,5.663,32.42,0
2348,L02348,L,301.3,312.1,1708,45.2,31,8.076,26.338,0
2349,L02349,L,301.6,311.5,1486,49.4,156,7.69,33.219,0
2350,L02350,L,300.0,309.5,1176,25.3,236,3.118,21.4,1
2351,M02351,M,298.9,308.9,1194,23.9,173,2.988,20.063,1
2352,H02352,H,302.0,313.2,1588,55.0,203,9.148,34.739,1
2353,M02353,M,301.1,311.1,1245,31.8,110,4.143,25.491,0
2354,M02354,M,298.5,309.0,1872,34.7,91,6.807,18.575,0
2355,M02355,M,300.1,309.3,1313,46.3,82,6.368,35.419,0
2356,L02356,L,297.3,306.7,1500,28.3,165,4.446,18.856,0
2357,H02357,H,301.4,311.7,1532,37.3,130,5.99,24.367,0
2358,L02358,L,299.5,311.4,1354,48.9,118,6.937,36.125,0
2359,L02359,L,299.1,310.6,1052,25.8,25,2.841,24.469,1
2360,L02360,L,299.9,310.5,1538,35.0,168,5.638,22.719,0
2361,L02361,L,300.1,310.2,1349,28.7,181,4.06,21.217,0
2362,L02362,L,301.8,313.2,1523,32.3,49,5.146,21.221,0
2363,L02363,L,301.2,312.0,1476,51.9,190,8.013,35.137,0
2364,L02364,L,299.7,307.4,1553,54.1,220,8.788,34.872,1
2365,L02365,L,301.5,310.5,1812,42.6,44,8.081,23.595,0
2366,L02366,L,300.8,311.1,1391,45.3,113,6.601,32.483,0
2367,L02367,L,299.1,307.4,1406,45.0,219,6.634,31.951,0
2368,L02368,L,299.8,308.9,1167,33.3,122,4.066,28.588,0
2369,L02369,L,299.7,309.0,1461,42.4,204,6.484,28.984,1
2370,M02370,M,301.0,310.8,1582,27.0,54,4.481,17.105,0
2371,M02371,M,299.3,309.0,1403,30.4,16,4.469,21.682,0
2372,M02372,M,299.2,308.9,1583,39.1,15,6.488,24.621,0
2373,M02373,M,303.9,314.8,1464,29.4,243,4.507,20.119,1
2374,L02374,L,301.9,311.6,1240,27.3,41,3.54,22.027,0
2375,M02375,M,298.5,308.1,1562,32.9,216,5.38,20.944,0
2376,L02376,L,301.1,309.8,1459,51.5,79,7.862,35.261,0
2377,L02377,L,300.2,311.3,1525,55.6,10,8.872,36.44,0
2378,M02378,M,300.8,310.1,1387,39.7,60,5.761,28.687,0
2379,L02379,L,300.3,309.2,1369,45.8,126,6.569,33.59,0
2380,M02380,M,302.4,312.6,1531,34.4,27,5.511,22.438,0
2381,M02381,M,300.7,309.9,1454,19.3,231,2.945,13.137,1
2382,M02382,M,299.9,309.3,1845,31.1,225,6.001,16.911,0
2383,H02383,H,302.1,312.3,1660,36.9,37,6.416,22.462,0
2384,L02384,L,300.5,310.1,1609,41.4,184,6.977,25.808,0
2385,L02385,L,300.2,312.6,1465,39.0,115,5.98,26.596,0
2386,L02386,L,300.6,310.6,1095,37.2,246,4.263,34.004,0
2387,L02387,L,299.8,310.4,1338,34.3,14,4.801,25.671,0
2388,M02388,M,300.0,308.1,1371,43.4,118,6.234,31.706,1
2389,M02389,M,298.8,308.0,1445,26.4,71,3.989,18.374,0
2390,M02390,M,298.5,307.4,1493,48.0,182,7.51,32.044,0
2391,L02391,L,298.0,307.0,1631,34.1,28,5.831,20.887,0
2392,L02392,L,297.2,307.6,1555,60.7,157,9.877,39.072,1
2393,L02393,L,298.2,309.3,1732,36.8,237,6.682,21.346,0
2394,L02394,L,299.7,310.0,1438,35.2,113,5.299,24.429,0
2395,M02395,M,300.2,310.0,1551,34.4,114,5.584,22.11,0
2396,L02396,L,299.5,308.8,1569,35.3,124,5.799,22.434,0
2397,L02397,L,295.3,306.4,1549,46.1,104,7.474,29.666,0
2398,L02398,L,303.1,315.2,1756,39.6,112,7.279,22.585,0
2399,M02399,M,302.2,312.3,1661,49.9,116,8.673,30.025,0
2400,M02400,M,300.9,311.8,1236,44.6,250,5.779,36.246,0
2401,L02401,L,303.8,314.2,1477,40.3,29,6.236,27.183,0
2402,L02402,L,298.0,308.8,1497,43.7,71,6.856,29.192,0
2403,L02403,L,303.8,312.6,1930,52.0,53,10.504,26.993,1
2404,L02404,L,298.1,307.6,1434,46.6,136,6.993,32.507,0
2405,M02405,M,300.5,310.9,1304,42.8,1,5.843,32.729,0
2406,M02406,M,297.5,308.7,1588,44.2,230,7.353,27.972,0
2407,L02407,L,300.0,309.2,1599,28.5,133,4.769,17.812,0
2408,L02408,L,300.8,308.7,1485,65.7,224,10.221,44.438,1
2409,H02409,H,299.7,309.2,1456,45.3,86,6.904,31.088,0
2410,L02410,L,301.4,312.4,1690,46.3,37,8.189,27.503,0
2411,M02411,M,300.2,308.6,1329,39.7,48,5.528,29.84,1
2412,L02412,L,299.0,307.8,1432,17.0,118,2.553,11.866,1
2413,L02413,L,298.9,309.0,1396,37.3,10,5.458,26.81,0
2414,L02414,L,301.6,311.5,1719,40.8,195,7.336,23.544,0
2415,L02415,L,298.7,309.3,1557,31.8,198,5.181,20.202,0
2416,H02416,H,301.8,310.6,1287,31.7,175,4.27,24.551,0
2417,L02417,L,302.4,312.1,1307,36.6,224,5.011,27.877,0
2418,L02418,L,296.7,307.9,1875,47.7,137,9.367,25.227,1
2419,L02419,L,302.3,311.1,1717,52.6,120,9.448,30.691,1
2420,L02420,L,304.1,315.6,1668,41.7,132,7.287,24.922,0
2421,L02421,L,300.5,309.4,1502,34.3,45,5.401,22.812,0
2422,L02422,L,301.2,312.0,1802,36.4,128,6.863,20.204,0
2423,M02423,M,302.1,311.7,1279,41.0,135,5.492,32.095,0
2424,L02424,L,299.4,308.3,1651,42.2,191,7.291,25.583,0
2425,L02425,L,300.4,309.9,1411,44.3,87,6.555,31.444,0
2426,H02426,H,297.4,307.9,1450,35.6,23,5.407,24.599,0
2427,L02427,L,300.3,310.3,1645,45.3,149,7.803,27.481,0
2428,H02428,H,301.0,312.1,1471,44.5,197,6.857,30.176,0
2429,L02429,L,301.0,312.5,1413,36.0,242,5.334,25.28,0
2430,M02430,M,302.1,310.9,1401,22.8,23,3.346,16.342,1
2431,M02431,M,298.5,307.2,1103,31.2,187,3.597,28.18,0
2432,M02432,M,298.9,307.6,1653,55.7,149,9.636,33.887,1
2433,H02433,H,303.8,312.9,1299,23.1,4,3.137,17.834,1
2434,L02434,L,299.7,310.8,1872,53.2,180,10.422,28.505,1
2435,H02435,H,300.4,311.0,1442,22.7,7,3.431,15.817,1
2436,L02436,L,299.9,309.3,1762,32.3,196,5.954,18.368,0
2437,L02437,L,298.4,308.3,1138,36.3,180,4.321,31.899,0
2438,L02438,L,303.2,314.7,1646,57.8,172,9.969,35.18,1
2439,L02439,L,298.9,310.9,1698,40.3,30,7.158,23.733,0
2440,L02440,L,297.7,308.0,1761,37.9,230,6.981,21.441,0
2441,L02441,L,299.1,306.4,1194,30.6,225,3.833,25.541,1
2442,L02442,L,296.0,306.3,1359,45.2,225,6.438,33.305,1
2443,M02443,M,298.7,309.6,1615,34.9,90,5.899,21.718,0
2444,M02444,M,298.1,308.3,1530,37.7,123,6.041,24.64,0
2445,L02445,L,301.2,312.0,1559,36.4,29,5.944,23.379,0
2446,L02446,L,298.7,309.0,1428,47.2,13,7.058,32.922,0
2447,L02447,L,301.8,310.5,1810,47.6,15,9.026,26.26,1
2448,L02448,L,302.8,311.9,2022,31.1,142,6.583,15.258,0
2449,L02449,L,301.6,311.2,1521,33.7,80,5.371,22.062,0
2450,L02450,L,299.6,310.6,1591,32.7,145,5.454,20.593,0
2451,L02451,L,300.3,309.5,1511,41.8,148,6.62,27.676,0
2452,H02452,H,297.0,307.4,1757,49.1,227,9.027,28.008,1
2453,L02453,L,299.7,310.0,1666,42.0,221,7.321,25.269,0
2454,L02454,L,298.3,309.9,1287,18.1,180,2.438,13.974,1
2455,L02455,L,301.4,311.3,1377,47.6,205,6.866,34.361,0
2456,L02456,L,305.1,313.4,1298,26.5,1,3.604,20.327,1
2457,L02457,L,301.0,311.6,2039,32.8,4,7.014,16.039,0
2458,M02458,M,296.0,308.2,1627,42.0,115,7.154,25.859,0
2459,L02459,L,299.3,310.0,1381,39.2,163,5.663,28.421,0
2460,L02460,L,300.2,309.5,1365,48.7,199,6.965,35.696,0
2461,H02461,H,300.2,309.1,1661,33.9,112,5.895,20.478,0
2462,M02462,M,298.5,307.6,1681,30.3,235,5.34,18.302,0
2463,M02463,M,300.5,312.5,1660,36.9,204,6.41,22.212,0
2464,L02464,L,297.5,307.2,1415,49.8,26,7.374,35.153,0
2465,M02465,M,298.1,307.4,1561,46.3,110,7.569,29.571,0
2466,L02466,L,301.3,311.1,1522,40.9,249,6.515,26.882,1
2467,L02467,L,298.0,307.7,1313,53.3,102,7.322,40.685,0
2468,L02468,L,301.1,312.6,1315,51.4,97,7.083,39.083,0
2469,L02469,L,297.3,306.2,1582,47.9,74,7.935,30.222,0
2470,L02470,L,303.5,314.7,1539,28.2,122,4.549,18.281,0
2471,L02471,L,298.5,308.6,1611,47.8,182,8.068,29.582,0
2472,H02472,H,299.6,310.8,1658,38.0,12,6.594,22.916,0
2473,H02473,H,300.7,312.2,1800,36.1,209,6.795,20.046,0
2474,M02474,M,298.9,309.0,1345,33.2,229,4.672,24.664,0
2475,L02475,L,300.3,310.0,1626,38.3,195,6.519,23.727,0
2476,M02476,M,301.2,311.2,1650,33.7,229,5.83,20.492,0
2477,L02477,L,301.9,311.8,1438,41.7,24,6.277,28.894,0
2478,M02478,M,301.6,309.9,1524,38.3,113,6.109,25.169,0
2479,L02479,L,299.7,311.2,1443,42.2,18,6.376,29.221,0
2480,M02480,M,299.7,310.0,1922,45.5,209,9.163,23.661,1
2481,L02481,L,304.7,313.5,1521,37.1,238,5.902,24.346,0
2482,M02482,M,301.9,309.8,1590,32.6,74,5.434,20.488,0
2483,H02483,H,298.2,305.8,1447,19.9,134,3.021,13.803,1
2484,L02484,L,300.2,311.0,1404,47.7,74,7.014,34.189,0
2485,L02485,L,299.3,308.7,1240,40.8,95,5.295,32.867,0
2486,H02486,H,299.7,309.3,1720,38.2,119,6.887,22.241,0
2487,L02487,L,297.5,308.0,1654,51.7,198,8.956,31.298,0
2488,M02488,M,299.2,308.7,1440,27.1,37,4.088,18.781,0
2489,L02489,L,303.6,314.2,1320,40.6,39,5.607,30.691,0
2490,L02490,L,301.2,311.3,1536,30.4,50,4.883,19.865,0
2491,L02491,L,295.0,304.9,1400,46.6,13,6.828,33.195,0
2492,L02492,L,302.4,310.9,1456,17.7,161,2.704,12.098,1
2493,M02493,M,302.2,311.4,1247,48.0,47,6.275,38.694,0
2494,L02494,L,299.3,309.9,1543,47.6,109,7.698,30.737,0
2495,L02495,L,301.4,310.8,1547,30.8,171,4.986,19.973,0
2496,L02496,L,298.3,309.5,1719,40.7,112,7.32,23.636,0
2497,L02497,L,299.1,311.4,1470,31.0,227,4.769,20.959,0
2498,M02498,M,303.0,313.7,1433,44.3,192,6.646,30.854,0
2499,H02499,H,299.5,310.9,1189,48.2,68,6.0,40.53,0
2500,L02500,L,296.3,307.0,1720,30.0,33,5.395,17.248,0
2501,M02501,M,299.9,309.3,1679,27.0,224,4.752,16.147,0
2502,M02502,M,299.8,310.0,1506,51.0,99,8.036,33.879,0
2503,L02503,L,302.4,314.4,1234,59.4,96,7.678,48.105,0
2504,H02504,H,300.0,309.5,1257,44.9,203,5.917,35.8,0
2505,L02505,L,299.2,308.1,1391,45.7,2,6.653,32.873,0
2506,L02506,L,302.1,311.0,1693,36.7,113,6.503,21.794,0
2507,M02507,M,300.2,310.0,1558,41.8,179,6.82,26.72,0
2508,L02508,L,298.5,307.5,1201,43.5,212,5.473,36.187,0
2509,M02509,M,302.3,314.0,1581,38.2,221,6.32,24.248,0
2510,M02510,M,300.4,310.6,1332,53.5,116,7.463,40.213,0
2511,L02511,L,300.0,311.0,1396,41.8,212,6.104,29.699,0
2512,M02512,M,300.4,310.1,1694,43.1,9,7.639,25.245,0
2513,L02513,L,297.9,306.7,1653,38.4,76,6.644,23.217,0
2514,L02514,L,298.9,307.6,1719,39.4,3,7.09,23.087,0
2515,M02515,M,300.0,309.1,1495,52.2,41,8.172,34.856,0
2516,H02516,H,299.6,310.0,1677,41.5,181,7.279,24.793,0
2517,L02517,L,302.5,313.1,1383,41.7,1,6.037,30.16,0
2518,L02518,L,300.4,311.0,1448,41.8,131,6.344,28.931,0
2519,M02519,M,301.7,310.2,1435,36.4,103,5.462,25.446,0
2520,M02520,M,300.0,310.0,1505,25.9,31,4.085,17.32,0
2521,M02521,M,302.1,311.1,1243,55.7,171,7.252,44.933,0
2522,L02522,L,300.8,311.2,1455,50.7,173,7.722,34.772,0
2523,L02523,L,300.0,310.5,1790,52.5,182,9.841,29.304,1
2524,L02524,L,300.0,308.8,1281,29.3,191,3.929,22.896,0
2525,M02525,M,298.1,309.1,1234,54.4,79,7.037,44.168,0
2526,L02526,L,301.0,313.4,1250,59.7,249,7.812,47.784,1
2527,L02527,L,299.9,310.8,2032,50.4,18,10.737,24.645,1
2528,H02528,H,299.0,308.8,1593,56.5,162,9.421,35.574,1
2529,L02529,L,302.2,311.9,1446,48.0,243,7.265,33.011,1
2530,H02530,H,297.5,307.3,1514,31.5,56,4.998,20.758,0
2531,M02531,M,299.2,308.4,1546,45.1,70,7.295,29.185,0
2532,M02532,M,302.1,312.3,1372,29.8,144,4.281,21.716,0
2533,L02533,L,300.6,309.5,1397,34.0,195,4.976,24.506,0
2534,L02534,L,299.9,308.0,1468,43.2,82,6.637,29.276,0
2535,M02535,M,300.5,310.7,1355,41.8,209,5.934,30.826,1
2536,M02536,M,300.4,310.4,1421,44.6,60,6.64,31.22,0
2537,M02537,M,297.0,306.4,1571,22.1,219,3.631,14.071,0
2538,L02538,L,299.3,308.0,1301,38.5,63,5.238,29.549,0
2539,M02539,M,303.2,313.5,2022,45.5,154,9.632,22.374,1
2540,M02540,M,298.7,307.7,1651,47.5,89,8.208,28.898,0
2541,M02541,M,299.4,309.2,1246,48.1,80,6.281,38.742,0
2542,M02542,M,298.9,310.7,1004,42.5,88,4.472,42.333,0
2543,M02543,M,299.8,310.5,1362,36.2,125,5.166,26.688,0
2544,M02544,M,298.8,307.5,1637,45.0,211,7.716,27.491,0
2545,L02545,L,301.0,309.7,1598,37.0,190,6.193,23.226,0
2546,L02546,L,300.4,310.5,1478,49.0,112,7.585,33.25,0
2547,L02547,L,301.5,310.2,1380,44.3,71,6.397,31.982,0
2548,L02548,L,297.9,305.9,1319,39.4,214,5.44,29.897,1
2549,L02549,L,299.3,309.9,1419,32.3,218,4.803,22.779,1
2550,L02550,L,299.5,309.9,1298,51.2,113,6.956,39.353,0
2551,L02551,L,300.9,311.4,1420,45.6,174,6.78,31.973,0
2552,L02552,L,298.4,308.7,1766,61.0,92,11.288,34.604,1
2553,M02553,M,301.8,311.8,1346,45.3,37,6.379,33.605,0
2554,H02554,H,302.4,311.7,1622,46.1,80,7.831,28.272,0
2555,L02555,L,298.0,308.5,1653,25.3,171,4.387,15.395,0
2556,H02556,H,299.0,310.5,1284,43.1,192,5.796,33.662,0
2557,L02557,L,298.9,308.4,1331,36.8,213,5.135,27.551,1
2558,L02558,L,305.3,314.2,1714,48.3,4,8.662,28.162,0
2559,L02559,L,299.1,308.0,1315,43.3,122,5.968,33.119,0
2560,L02560,L,303.4,312.5,1489,49.9,68,7.771,33.401,0
2561,M02561,M,297.5,307.7,1908,61.3,171,12.253,32.312,1
2562,M02562,M,298.0,305.9,1696,32.0,61,5.686,18.846,0
2563,L02563,L,298.6,309.1,1517,49.5,142,7.859,32.6,0
2564,L02564,L,298.3,309.0,1668,46.8,178,8.182,27.937,0
2565,L02565,L,299.5,307.7,1489,59.8,193,9.322,40.026,1
2566,L02566,L,298.6,307.6,1704,47.1,67,8.395,27.554,0
2567,L02567,L,298.4,308.4,1091,46.0,22,5.256,42.274,0
2568,L02568,L,302.3,312.2,1472,48.5,55,7.479,33.189,0
2569,M02569,M,302.4,313.0,1083,49.2,150,5.58,45.713,0
2570,H02570,H,301.9,311.8,1532,54.5,10,8.752,35.584,0
2571,L02571,L,301.0,312.3,1453,31.8,40,4.839,21.858,0
2572,H02572,H,300.2,309.9,1772,36.1,249,6.695,20.259,0
2573,L02573,L,299.0,308.0,1642,57.4,96,9.864,35.032,1
2574,L02574,L,298.1,307.0,1395,20.4,124,2.982,14.563,1
2575,L02575,L,300.7,311.5,1419,39.2,3,5.817,27.573,0
2576,M02576,M,297.7,307.7,1576,41.5,148,6.849,26.377,0
2577,H02577,H,298.0,308.6,1385,38.2,81,5.547,27.639,0
2578,M02578,M,302.3,312.9,1494,55.8,133,8.729,37.307,0
2579,L02579,L,303.8,311.8,1763,44.8,132,8.265,25.374,0
2580,M02580,M,300.8,309.6,1334,36.1,242,5.047,27.02,0
2581,L02581,L,302.2,311.2,1410,33.7,67,4.971,23.778,0
2582,M02582,M,299.5,308.7,1439,42.8,143,6.45,29.663,0
2583,L02583,L,297.3,306.9,2132,51.7,95,11.532,24.088,1
2584,L02584,L,301.2,312.2,1622,41.4,105,7.028,25.556,0
2585,L02585,L,301.1,312.3,1726,38.7,14,6.989,22.367,0
2586,M02586,M,300.1,309.9,1654,33.0,172,5.723,19.871,0
2587,L02587,L,299.5,309.3,1667,43.7,49,7.636,26.115,0
2588,M02588,M,301.9,311.2,1595,43.2,117,7.212,26.956,0
2589,L02589,L,298.0,308.1,1573,32.8,109,5.396,20.763,0
2590,M02590,M,298.5,308.7,1210,50.3,117,6.368,41.658,0
2591,M02591,M,298.0,308.8,1572,57.1,94,9.391,36.24,1
2592,M02592,M,300.2,311.0,1478,40.5,61,6.268,27.445,0
2593,L02593,L,297.8,305.5,1609,43.0,112,7.249,26.892,0
2594,L02594,L,298.6,308.5,1486,29.0,12,4.505,19.501,0
2595,L02595,L,298.6,310.0,1653,47.4,61,8.198,28.588,0
2596,M02596,M,299.5,309.0,1688,44.6,196,7.891,26.438,0
2597,L02597,L,297.0,308.2,1000,36.7,211,3.847,36.735,0
2598,L02598,L,300.2,309.9,1413,32.6,179,4.819,23.216,0
2599,L02599,L,302.5,312.7,1129,58.5,158,6.911,51.643,0
2600,L02600,L,300.3,309.1,1548,43.8,203,7.104,28.428,0
2601,M02601,M,303.1,312.0,1440,30.8,32,4.648,21.233,0
2602,L02602,L,302.7,313.4,1771,48.6,131,9.006,27.496,1
2603,M02603,M,301.6,312.4,1541,42.3,29,6.828,27.399,0
2604,L02604,L,300.1,310.2,1403,40.6,194,5.963,29.115,0
2605,L02605,L,300.0,308.8,1688,49.8,130,8.799,29.566,0
2606,L02606,L,301.5,311.6,1436,13.9,203,2.087,9.715,1
2607,L02607,L,299.2,310.5,1400,21.9,200,3.216,15.565,1
2608,L02608,L,296.2,308.0,1579,53.8,117,8.893,34.254,0
2609,M02609,M,301.0,310.7,1823,38.7,124,7.388,21.521,0
2610,L02610,L,297.7,306.1,1671,35.7,7,6.252,21.589,0
2611,M02611,M,298.1,308.9,1613,26.6,131,4.498,16.401,0
2612,L02612,L,300.0,309.7,2050,41.9,169,9.004,20.437,1
2613,L02613,L,299.8,310.8,1354,43.2,58,6.119,31.778,0
